date,platform,text,person,truthfulness category
"February3,2017",a CNN interview,"Israel cut its illegal immigration rate by ""99 percent"" by constructing a 143-mile fence along its southern border.",Ron Johnson,mostly-true
"February12,2017",a tweet,"Says ""72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA & YEMEN.""",Donald Trump,mostly-true
"February12,2017","an interview on ABC's ""This Week""","""This issue of busing voters in to New Hampshire is widely known by anyone who’s worked in New Hampshire politics. It’s very real, it’s very serious.""",Stephen Miller,pants-fire
"February12,2017",a tweet,"""While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!""",Donald Trump,false
"February9,2017",a tweet,"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",Donald Trump,false
"February8,2017",a CNN interview,"""Back when Ted Cruz called Mitch McConnell a liar on the floor of the Senate floor, nobody invoked Rule 19 to censor him.""",Jeanne Shaheen,mostly-true
"February7,2017",a meeting with sheriffs,"""The murder rate in our country is the highest it’s been in 47 years.""",Donald Trump,false
"February2,2017",a Facebook post,"""Smart! 'Kuwait issues its own Trump-esque visa ban for five Muslim-majority countries.' """,Donald Trump,barely-true
"January31,2017",a CNN interview,"""ISIS is already using the rhetoric from the Trump administration, the text of this executive order, to incite attacks against us and to recruit more terrorists to their side.""",Seth Moulton,barely-true
"February6,2017",a speech,"Terrorism and terrorist attacks in the United States and Europe have ""gotten to a point where it's not even being reported.""",Donald Trump,pants-fire
"February5,2017",an interview with Bill O'Reilly,"Says ""109 people out of hundreds of thousands of travelers"" were affected by the immigration executive order.",Donald Trump,false
"February2,2017",There was no massacre,"""Two Iraqis came here to this country, were radicalized and they were the masterminds behind the Bowling Green massacre. … It didn't get covered""",Kellyanne Conway,false
"February2,2017","an interview on ""Fox and Friends""","""This is longest that the nation has gone without a secretary of the Treasury, at least in modern times. If it's not the longest, it's darn close to it.""",Kellyanne Conway,false
"January29,2017",a CBS 'Face The Nation' interview,"""About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old.""",Keith Ellison,true
"January31,2017",a CNN town hall,"Says Neil Gorsuch ""comes down on the side of felons over gun safety.""",Nancy Pelosi,barely-true
"January31,2017",a town hall on CNN,"""Wall Street comes out en masse with its money against House Democrats every election.""",Nancy Pelosi,barely-true
"January18,2017",an interview on Fox News,"""The Taliban went after and murdered"" people identified in the Chelsea Manning leaks.",John McCain,barely-true
"January27,2017",a speech at the March for Life,"The Obama administration issued an ""11th-hour rule that entrenches federal family planning funding for Planned Parenthood.""",Joni Ernst,mostly-true
"January30,2017",a daily press briefing,"The language that's part of the president's National Security Council memo ""is identical to the language"" used by President George W. Bush in 2001 and President Barack Obama in 2009.",Sean Spicer,barely-true
"January27,2017","an interview with ""CBS This Morning""","""Here's the fact: The No. 1 source of income into Mexico are Mexicans working here and sending the money back.""",Kellyanne Conway,false
"January29,2017",a statement,"""My policy is similar to what President Obama did in 2011 when he banned visas for refugees from Iraq for six months.""",Donald Trump,barely-true
"January27,2017",an interview with CBN,"""If you were a Muslim, you could come in, if you were a Christian, it was impossible.""",Donald Trump,false
"January27,2017",a tweet,"Says Rex ""Tillerson won't divest from Exxon.""",Charles Schumer,pants-fire
"January25,2017",an interview with ABC News' David Muir,"""A poll just came out on my inauguration speech. … People loved it. Loved and liked.""",Donald Trump,mostly-true
"January25,2017",remarks at Department of Homeland Security,"Says ICE and border patrol officers ""unanimously endorsed me for president.""",Donald Trump,barely-true
"January23,2017","an interview on MSNBC's ""Morning Joe""","""Not one dime of the tax cut that they are going to enact with the repeal of Obamacare will go to people who make under $200,000.""",Claire McCaskill,barely-true
"January24,2017",his State of the State address,"""One hundred and ninety-four countries signed the Paris Agreement to control greenhouse gases. Our own voluntary agreement to accomplish the same goal — the Under2  MOU — has 165 signatories, representing a billion people.""",Jerry Brown,mostly-true
"January24,2017",a blog post,"Say George Soros's money ""went straight into the (Women’s March) protesters’ pockets.""",Bloggers,pants-fire
"January24,2017",the daily press briefing,"""There's one (study) that came out of Pew in 2008 that showed 14 percent of people who voted were noncitizens.""",Sean Spicer,false
"January23,2017",the daily press briefing,"There has been a ""dramatic expansion of the federal workforce in recent years.""",Sean Spicer,barely-true
"January21,2017",a page on the White House website,"""In 2015, homicides increased by 17 percent in America’s 50 largest cities. That’s the largest increase in 25 years.""",Donald Trump,mostly-true
"January20,2017",a statement on the White House website ,"""In our nation’s capital, killings have risen by 50 percent.""",Donald Trump,barely-true
"January21,2017",remarks at the CIA,"""The media ... sort of made it sound like I had a feud with the intelligence community.""",Donald Trump,false
"January21,2017",a press conference,"""That was the largest audience to witness an inauguration, period.""",Sean Spicer,pants-fire
"January20,2017",his inaugural address,"""We've made other countries rich while the wealth ... of our country has dissipated over the horizon.""",Donald Trump,barely-true
"January17,2017",a viral image on the Internet,"Thirteen Democratic senators ""voted against cheaper medicines"" and took millions from ""big pharma since 2011.""",The Other 98%,barely-true
"January17,2017",her Senate confirmation hearing,"""I would imagine that there's probably a gun in the school (in Wapiti, Wyo.) to protect from potential grizzlies.""",Betsy DeVos,false
"January14,2017",an interview with NBC's 'Meet the Press',"The inauguration of Donald Trump ""will be the first one that I miss since I've been in Congress.""",John Lewis,pants-fire
"January5,2017",a CNN story,"""By funding the authorization that’s already happened a decade ago (in the Secure Fence Act of 2006), we could start the process of meeting Mr. Trump’s campaign pledge to secure the border.""",Luke Messer,true
"January14,2017",a tweet,"Says Georgia’s 5th congressional district, represented by John Lewis, is ""in horrible shape and falling apart (not to mention crime infested).""",Donald Trump,barely-true
"January5,2017",a tweet,"""House GOP rules package bars CBO from counting spikes in deficit spending spurred by an ACA repeal.""",Keith Ellison,false
"January11,2017",a Senate confirmation hearing,"""I have never lobbied against sanctions personally... to my knowledge, Exxon never directly lobbied against sanctions.",Rex Tillerson,barely-true
"January9,2017",a viral image,"""The same 3 senators who have spent the last 3 years s------- themselves over ‘Benghazi!’ just introduced a bill to reduce embassy security by 50 percent.""",The Other 98%,barely-true
"January11,2017",a press conference,"Americans don't ""care at all"" about Donald Trump's tax returns.",Donald Trump,false
"January11,2017",a press conference at Trump Tower,"The Russians ""tried to hack the Republican National Committee, and they were unable to break through.""",Donald Trump,mostly-true
"January10,2017",Sessions' Senate confirmation hearing for attorney general,"Of Sen. Jeff Sessions, ""you've objected to immigrants volunteering to serve in our armed forces, saying, 'In terms of who's going to be most likely to be a spy, somebody from Cullman, Ala., or somebody from Kenya?'""",Richard Durbin,mostly-true
